# Program:featureCounts v2.0.8; Command:"featureCounts" "dedup/star/Int-01_S42_L005.bam" "dedup/star/Int-02_S43_L005.bam" "dedup/star/Int-03_S44_L005.bam" "dedup/star/Int-04_S45_L005.bam" "dedup/star/Liv-01_S38_L005.bam" "dedup/star/Liv-02_S39_L005.bam" "dedup/star/Liv-03_S40_L005.bam" "dedup/star/Liv-04_S41_L005.bam" "-a" "genome/annotations.gtf" "-o" "counts/star/counts.tsv" "-T" "32" "-p" "--countReadPairs" "-C" "--ignoreDup" "-M" "--fraction" "--byReadGroup" 
Geneid	Chr	Start	End	Strand	Length	dedup/star/Int-01_S42_L005.bam:Int-01_S42_L005	dedup/star/Int-02_S43_L005.bam:Int-02_S43_L005	dedup/star/Int-03_S44_L005.bam:Int-03_S44_L005	dedup/star/Int-04_S45_L005.bam:Int-04_S45_L005	dedup/star/Liv-01_S38_L005.bam:Liv-01_S38_L005	dedup/star/Liv-02_S39_L005.bam:Liv-02_S39_L005	dedup/star/Liv-03_S40_L005.bam:Liv-03_S40_L005	dedup/star/Liv-04_S41_L005.bam:Liv-04_S41_L005
Smp_244890	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4204724;4204724;4208886;4209004;4209097;4209219;4210459;4214615;4216683;4218242;4224410;4224528;4224621;4227595;4232726	4204801;4204801;4208938;4209054;4209161;4209272;4210549;4214845;4216730;4218713;4224462;4224578;4224685;4227685;4233186	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1864	9.50	1	4.67	17.50	3.00	5.83	3.67	6.00
Smp_244880	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4246147;4246620;4246730;4246830;4246952;4247474;4248777;4250849;4252404	4246282;4246672;4246780;4246894;4247005;4247564;4249011;4250892;4252859	+;+;+;+;+;+;+;+;+	1185	0	0	2	0	2.00	0.50	0	1
Smp_160410	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4265476;4272536;4275361;4275589;4275853	4266101;4272589;4275551;4275818;4275954	-;-;-;-;-	1203	57	12	57	85	40	51	17	62
Smp_347660	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4278988;4279300;4281044;4282059;4287644;4290886;4293312	4279261;4279374;4281201;4282197;4287815;4291030;4293591	+;+;+;+;+;+;+	1243	261	26	113.50	262.50	97	54	43	250
Smp_306440	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4296858;4303290;4305254;4307301;4308148;4309549;4311134;4312851;4314331;4317187;4319505;4321487;4323054;4324270;4327067;4329078;4331083;4332551;4334856;4335806;4338364;4341230	4297141;4303696;4305346;4307381;4308234;4309635;4311220;4312937;4314417;4317273;4319591;4321573;4323140;4324356;4327153;4329164;4331169;4332637;4334942;4335958;4338454;4341423	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2608	164	22	71.50	121.50	61	34	19	85
Smp_328690	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4345568;4345741;4345966;4350462;4355215;4359651;4362372;4365621;4366949;4371054;4374229;4376638;4378866;4380751;4384327;4386385;4388638;4390454	4345700;4345920;4346169;4350566;4355298;4359736;4362462;4365695;4367098;4371182;4374511;4376839;4378966;4381116;4384700;4386633;4388796;4390603	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3121	10	3	3	23	4	1	4	10
Smp_213650	SM_V10_1;SM_V10_1	4401689;4404135	4401951;4404516	+;+	645	76	12	40	57	24	66	16	37
Smp_213640	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4406136;4408508;4409852;4411874;4413091	4406601;4408688;4410110;4412070;4413416	+;+;+;+;+	1429	52	9	38	59	19	29	17	32
Smp_160460	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4415923;4422546;4430718;4432852;4436144;4438289;4440283;4447291;4450145;4454485;4461248;4463263;4466541;4488087;4510532;4514832	4418436;4422915;4430898;4433013;4436248;4438341;4440767;4447920;4451009;4455829;4462217;4464558;4467346;4488649;4510638;4525434	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	21055	167	20.50	97.50	188.64	90	55.50	37	105
Smp_244700	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4542619;4542619;4542619;4542619;4542619;4544871;4544871;4544871;4544871;4544871;4548119;4548119;4548119;4548119;4548119;4549075;4549075;4549075;4549075;4549075;4550597;4550597;4550597;4550597;4550597;4553274;4553274;4553274;4553274;4553274;4554609;4554609;4554609;4554609;4554609;4556517;4556517;4556517;4556517;4556517;4559426;4559426;4559426;4559426;4559426;4561774;4561774;4561774;4561774;4561774;4563978;4563978;4563978;4563978;4563978;4568049;4568049;4568049;4568049;4568049;4570464;4570464;4570464;4570464;4570464;4573958;4573958;4573958;4573958;4573958;4576109;4576109;4576109;4576109;4576109;4578757;4578757;4578757;4578757;4578757;4581604;4581604;4581604;4581604;4581604;4583659;4583659;4583659;4583659;4583659;4584966;4584966;4584966;4584966;4584966;4588029;4588029;4588029;4588029;4588029;4591311;4591311;4591311;4591311;4591311;4595131;4595131;4595131;4595131;4595131;4596774;4596774;4596774;4596774;4596774;4600311;4600311;4600311;4600311;4604303;4604303;4604303;4604303;4604303;4606609;4606609;4606609;4606609;4606609;4607605;4607605;4607605;4607605;4607605;4611402;4611402;4611402;4611402;4611402;4611846;4615576;4615576;4615576;4615576;4615576;4618839;4618839;4618839;4618839;4618839;4620153;4620153;4620153;4620153;4620153;4626559;4626559;4626559;4626559;4661320;4661320;4661320;4661320;4661320	4543597;4543597;4543597;4543597;4543597;4544961;4544961;4544961;4544961;4544961;4548375;4548375;4548375;4548375;4548375;4549127;4549127;4549127;4549127;4549127;4550714;4550714;4550714;4550714;4550714;4553466;4553466;4553466;4553466;4553466;4554742;4554742;4554742;4554742;4554742;4556640;4556640;4556640;4556640;4556640;4559523;4559523;4559523;4559523;4559523;4561865;4561865;4561865;4561865;4561865;4564050;4564050;4564050;4564050;4564050;4568204;4568204;4568204;4568204;4568204;4570643;4570643;4570643;4570643;4570643;4574168;4574168;4574168;4574168;4574168;4576233;4576233;4576233;4576233;4576233;4578846;4578846;4578846;4578846;4578846;4581756;4581756;4581756;4581756;4581756;4583845;4583845;4583845;4583845;4583845;4585036;4585036;4585036;4585036;4585036;4588161;4588161;4588161;4588161;4588161;4591469;4591469;4591469;4591469;4591469;4595280;4595280;4595280;4595280;4595280;4596948;4596948;4596948;4596948;4596948;4600346;4600346;4600346;4600346;4604377;4604377;4604377;4604377;4604377;4606677;4606677;4606677;4606674;4606677;4607703;4607703;4607703;4607703;4607703;4611797;4611924;4611924;4611924;4611924;4611924;4615698;4615698;4615698;4615698;4615698;4618911;4618911;4618911;4618911;4618911;4620336;4620336;4620336;4620336;4620336;4626606;4626606;4626606;4626606;4661754;4661754;4661754;4661754;4661754	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5667	212.50	27.50	97.00	188.64	37.50	45.50	30	93.50
Smp_070540	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4671538;4677269;4679307;4682583;4684218;4685664;4687436;4691352;4693632	4675859;4677297;4679485;4682652;4684292;4685741;4687513;4691432;4694704	-;-;-;-;-;-;-;-;-	5985	9	0	4	3	1	1	1	1
Smp_160490	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4707828;4717903;4721868;4725437;4727375;4730714;4732480;4735790;4738472;4745056;4747114;4753335;4754702;4757084;4759435;4760745;4762200;4764258;4768795	4714632;4718049;4722248;4725723;4727900;4731221;4732717;4735850;4738722;4745227;4747365;4753430;4754809;4757294;4759683;4760796;4762354;4764325;4769172	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10945	25.36	14.37	9.79	38.31	14.19	7.46	1.14	16.11
Smp_244670	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4773949;4776166;4778819;4781308;4783153;4784610;4790445;4794191	4774247;4776312;4778962;4781602;4783382;4784962;4790724;4794254	-;-;-;-;-;-;-;-	1812	0	1	0	5	0	0	0	1
Smp_313840	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4799836;4801677;4804386;4806431;4808662;4812481;4815826;4817579;4819603;4821569;4823187;4823894;4825790;4826840;4828918;4831023;4832422;4833311;4834588;4834774;4834919;4835042;4835305;4835734;4835860;4842293	4800205;4801849;4804459;4806756;4808942;4812673;4816014;4817865;4819672;4821892;4823386;4824254;4825920;4827063;4829001;4831114;4832668;4833697;4834739;4834879;4835006;4835273;4835697;4835820;4835960;4842353	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5233	50	8	13	27	6	3	8	20
Smp_164190	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4864989;4870506;4876240;4878482;4882473	4865371;4871396;4876637;4878933;4885453	+;+;+;+;+	5105	55	12.75	49.50	84.50	36	47	18.50	55.50
Smp_164180	SM_V10_1;SM_V10_1	4895001;4913449	4896707;4913776	-;-	2035	4	2	1	4	0	0	0	1
Smp_330320	SM_V10_1	4925035	4925904	-	870	1	0	0	2	0	0	0	0
Smp_164200	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	4951712;4959146;4961815;4964591;4969447;4970276;4970420;4970499;4970643	4952438;4959243;4961913;4964649;4969661;4970388;4970466;4970607;4970854	-;-;-;-;-;-;-;-;-	1679	206.50	54	224	353	126	255	54	251.50
Smp_077980	SM_V10_1;SM_V10_1	4991003;4999679	4992669;5000630	+;+	2619	54.75	14	97	184.50	42	78	34.50	108
Smp_164210	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5019403;5019535;5019646;5023142;5026617;5027627;5032181;5034678;5043224	5019484;5019609;5019687;5023190;5026734;5027779;5032325;5034736;5044444	+;+;+;+;+;+;+;+;+	1944	294.50	69	234.50	505.00	182.50	229	86.50	298.25
Smp_168930	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5046044;5049023;5052271;5057155;5060696;5061675;5063734;5065819	5046425;5049488;5052483;5057307;5060962;5061968;5063877;5066376	+;+;+;+;+;+;+;+	2477	183	36	129	233	74	62	57	151
Smp_114430	SM_V10_1;SM_V10_1;SM_V10_1	5081889;5085948;5088665	5082657;5086414;5089326	+;+;+	1898	18	0	7.50	9	3	2	6	10
Smp_114435	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5096698;5097196;5100806;5107153;5108200	5097161;5097348;5100932;5107209;5108417	+;+;+;+;+	1019	8	0	2	3	1	2	2	8.50
Smp_086060	SM_V10_1;SM_V10_1	5119151;5126599	5121671;5127159	-;-	3082	66	20	56	61	34	40	13	59
Smp_349660	SM_V10_1;SM_V10_1;SM_V10_1	5171422;5174503;5174879	5171985;5174562;5174993	-;-;-	739	219.67	79.33	111.33	161.50	151.33	331.67	46.33	260.00
Smp_154980	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5192344;5194552;5195761;5198321;5202308;5202897;5203232	5193093;5194683;5195901;5198747;5202450;5203196;5203529	-;-;-;-;-;-;-	2191	262	26	115	224	77	54	34	194
Smp_154970	SM_V10_1;SM_V10_1;SM_V10_1	5232257;5248240;5251815	5246229;5248361;5252103	+;+;+	14384	71	14.50	78	147	31	81	22	70
Smp_200620	SM_V10_1	5275105	5275500	+	396	5	2.50	0	3	0.50	2.50	0	2
Smp_061100	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5293395;5294388;5303388;5310079;5311979;5313133;5317314	5293572;5294492;5303513;5310160;5312142;5313213;5317623	-;-;-;-;-;-;-	1046	1	0	0	0	0	0	0	0
Smp_154960	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5325054;5325054;5340815;5343790;5343790;5343996;5343996;5344100;5344100	5326085;5326085;5340884;5343959;5343959;5344052;5344052;5344281;5344281	-;-;-;-;-;-;-;-;-	1511	318	84.50	299.50	398	300	570.50	108	403
Smp_331210	SM_V10_1;SM_V10_1	5364791;5369534	5367494;5369845	-;-	3016	9.45	2.93	1.80	2.25	2.25	5.35	0	1.50
Smp_196400	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5386503;5409399;5426944;5432600;5436553;5443576;5447855;5452003	5386791;5410146;5427156;5432835;5436783;5444234;5448215;5452957	+;+;+;+;+;+;+;+	3692	10	5	10	29	7	9	3	10
Smp_103790	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5453491;5454465;5456047;5456366	5454371;5454879;5456269;5456419	-;-;-;-	1573	31	6	13	19	5	7	2	12
Smp_201070	SM_V10_1	5463906	5466961	-	3056	6.00	0	1	6.33	0	5.33	0.67	0
Smp_318490	SM_V10_1;SM_V10_1;SM_V10_1	5467869;5470730;5471217	5468664;5471167;5471320	-;-;-	1338	2	0	0	0	0	0	0	0
Smp_016050	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5627787;5627932;5628023;5634675;5636495;5639771;5648173;5650143;5653302;5656279;5659368	5627895;5627984;5628079;5635082;5636708;5640049;5648442;5650289;5653559;5656697;5660532	+;+;+;+;+;+;+;+;+;+;+	3379	938.50	158	623.50	990	402.50	415	187.50	724.50
Smp_130910	SM_V10_1;SM_V10_1;SM_V10_1	5674118;5677378;5679288	5675074;5677527;5679620	-;-;-	1440	89	17	72	100	35	100	31	77
Smp_172850	SM_V10_1;SM_V10_1;SM_V10_1	5692808;5732490;5735603	5732443;5732579;5735942	+;+;+	40066	448.73	117.71	255.89	297.90	185.50	419.72	84.93	233.00
Smp_245010	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5751508;5765847;5774635;5776722;5778253;5781347;5785050;5787837;5788881;5791103;5794509;5796254;5799445;5801933;5802864;5807501;5810018;5810921;5813342;5814179;5814257;5816330;5819073;5821548;5823438	5751577;5765949;5774719;5777287;5778334;5781483;5785135;5788047;5788961;5791648;5794636;5796507;5799495;5802074;5802963;5807602;5810092;5810944;5813638;5814211;5814313;5816439;5819182;5821645;5824271	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4382	113	17	81.50	137	48	43	38	106
Smp_016090	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5852964;5855670;5858342;5861305;5864917;5876356;5879025;5880948;5882570;5883254;5884969;5888443	5854303;5855755;5858509;5861582;5865099;5877036;5879372;5881345;5882812;5883428;5886854;5892714	-;-;-;-;-;-;-;-;-;-;-;-	10058	381	47	222	342	196	103	96	203
Smp_130940	SM_V10_1	5898298	5912242	+	13945	254	44	141	263	166	298	56	169.50
Smp_347280	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5927935;5938605;5940634;5942429;5944299	5928795;5938733;5941062;5942828;5949184	-;-;-;-;-	6705	3	1	2	4	2	1	1	1
Smp_016200	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	5960758;5960902;5965209;5967976;5976103;5977795;5980949	5960859;5960977;5965299;5968239;5976351;5978118;5981412	+;+;+;+;+;+;+	1570	272.50	53	191	464	111	179	56	272
Smp_016180	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6005799;6014741;6018913;6023956;6027385;6031665;6034681;6038144;6040973;6052539;6058732	6011903;6014861;6018999;6024228;6027520;6032438;6035333;6038288;6041079;6052686;6062824	-;-;-;-;-;-;-;-;-;-;-	12642	265.73	56.50	155.25	280.08	128.83	110	62.50	153.63
Smp_319030	SM_V10_1	6089169	6089594	-	426	5	0	4	8	1	6	0	0
Smp_130980	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6089688;6098774;6099046;6099253;6103756;6107497	6098733;6098998;6099177;6099358;6103973;6111812	+;+;+;+;+;+	14043	142.50	27	68.50	135.70	73.25	63.00	39	119.50
Smp_342560	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6113208;6115262;6117859;6119905;6122472;6124314;6125925;6129926	6113705;6115594;6117984;6120117;6122591;6124795;6126270;6130394	-;-;-;-;-;-;-;-	2587	0	0	0	1	0	0	0	0
Smp_130960	SM_V10_1;SM_V10_1	6146911;6148928	6147736;6152130	-;-	4029	2	0	2	5	0	1	0	1
Smp_016130	SM_V10_1;SM_V10_1	6164985;6170443	6165050;6170897	+;+	521	165	23	100.50	151.00	78.50	170.50	34	87
Smp_130950	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6176918;6178165;6179693;6181575;6185168;6191391;6192647;6194282	6177050;6178323;6179763;6181624;6185204;6191434;6192683;6194990	+;+;+;+;+;+;+;+	1240	257.50	43	171	291	121	210	71.50	223
Smp_171010	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6200872;6206755;6208262;6213841;6216305;6219626;6220525;6222516;6224052;6225911;6226133;6226446	6201203;6206967;6208679;6214152;6216443;6219822;6220684;6222739;6224202;6226099;6226269;6226530	-;-;-;-;-;-;-;-;-;-;-;-	2557	20	5	12	28	4	9.50	1	20
Smp_089570	SM_V10_1;SM_V10_1;SM_V10_1	6255915;6256181;6256286	6256146;6256253;6256406	-;-;-	426	548.50	125	526	659.50	530	1013	209	573
Smp_171020	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6271044;6271160;6275879;6278420;6294204;6298304;6301624;6304209;6308894;6310309;6312517;6319270;6322393;6330518;6332452	6271118;6271288;6276123;6278633;6294356;6298660;6301950;6304459;6309061;6310610;6312944;6319619;6322563;6330895;6333287	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4384	237	27	106.00	273.17	31	44	28	108.50
Smp_089590	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6346474;6346693;6348787;6350529;6352702;6356915;6359078;6361746	6346658;6346887;6348928;6350665;6352911;6357226;6359271;6362071	+;+;+;+;+;+;+;+	1701	223	34	191.50	286	156	186	68	225
Smp_171030	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6367826;6374198;6376668;6382760	6368885;6374374;6377100;6385770	-;-;-;-	4681	19	7	25.50	57	21	32	11	34
Smp_245050	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6387854;6388021;6391245;6394694;6397835;6398978	6387990;6388206;6391510;6394970;6397957;6399645	+;+;+;+;+;+	1657	116	15	57	154.50	83.25	64	35.50	149.50
Smp_171040	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6405774;6406827;6419598;6430078;6436934;6438827;6441149;6443068;6446480;6448804	6406181;6406992;6419771;6430283;6437385;6439077;6441409;6443144;6446631;6449901	+;+;+;+;+;+;+;+;+;+	3245	66	17	27	57	30.75	27.50	12	55
Smp_089630	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6452225;6454597;6457111;6457467	6452700;6455432;6457432;6458700	-;-;-;-	2868	255.50	35.50	143	229	109	110	64	207.25
Smp_089640	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6475474;6478007;6478316;6479289;6480453	6476604;6478209;6478627;6479403;6480778	+;+;+;+;+	2087	498	114.50	362.67	533.50	256	393	122	354
Smp_089650	SM_V10_1;SM_V10_1;SM_V10_1	6483685;6483685;6490200	6484753;6491921;6491921	-;-;-	8237	86.52	9	49	74.00	24.50	41.33	19	55
Smp_089670	SM_V10_1	6524317	6531070	-	6754	286.50	45	190.50	457.00	166.50	127.67	95	349.50
Smp_171060	SM_V10_1;SM_V10_1	6564693;6568250	6564857;6569400	-;-	1316	0	0	1	2	1	1	1	1
Smp_171070	SM_V10_1;SM_V10_1;SM_V10_1	6588317;6591596;6593862	6590037;6591934;6598820	-;-;-	7019	254.25	35	137	221	136.20	82	66.50	211
Smp_089700	SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1;SM_V10_1	6616467;6618265;6619785;6621385;6624013;6626015;6627440;6629273;6636719	6616759;6618704;6620063;6621603;6624180;6626245;6627688;6629746;6637703	+;+;+;+;+;+;+;+;+	3338	160	23	159	252	116.50	62	44	169.50
Smp_171080	SM_V10_1;SM_V10_1;SM_V10_1	6641492;6643905;6648594	6641758;6644045;6649029	+;+;+	844	82	13	63	110	39	76.50	18	75
Smp_171090	SM_V10_1;SM_V10_1	6651984;6652188	6652147;6654063	-;-	2040	167	25	93.50	102	47	116	22	65
Smp_022640	SM_V10_1;SM_V10_1	6666016;6667161	6666242;6667753	-;-	820	3714.00	534.50	2161	2600.50	1375.50	2245.37	617	1987.33
Smp_319400	SM_V10_1;SM_V10_1;SM_V10_1	6692387;6696518;6703396	6692678;6696598;6703807	+;+;+	785	0	0	0	1	0	1	0	0
Smp_092150	SM_V10_1;SM_V10_1;SM_V10_1	6721367;6723606;6726783	6721850;6723686;6727503	+;+;+	1286	1	0	1	2	0	0	0	0
Smp_151640	SM_V10_1;SM_V10_1;SM_V10_1	6780373;6785582;6786592	6780978;6785659;6786805	-;-;-	898	143	21.50	62	107.50	106	106.50	41	150.67
